code,date,comments,likes,caption,image
BBsRDmQR0fA,1455291796,3,312,A čo vy? Tiež si ku knihe radi vychutnáte koláčik alebo dva? 😊 #martinus #martinussk #knihy #kniha #citam #pravecitam #cocitat #dnescitam #tipnaknihu,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c138.0.803.803/12716618_222614391418752_968671862_n.jpg?ig_cache_key=MTE4MzM5NTgxNjExNjAxMjk5Mg%3D%3D.2.c
BBnS6rIR0YI,1455124999,25,505,"Viete, čo je toto?! No predsa obálka novej knihy Harryho Pottera, ktorá vychádza už v júli! 😊 Viac informácií na našom blogu na http://blog.martinus.sk ale jedno je isté, neuveriteľne sa tešíme! 🙏🙌 Aj vy? #martinus #martinussk #harrypotter #harrypotterforever #cursedchild #harrypottercursedchild #najvacsiaradost",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.128.1024.1024/12725147_564689847029003_1831514174_n.jpg?ig_cache_key=MTE4MTk5NjYyNDA4NDY4MjI0OA%3D%3D.2.c
BBmW6mKx0TR,1455093541,1,282,Aj tento rok máme našu knižnú valentínsku akciu! Dajte si rande s knihou naslepo! 🙈📖😊 #martinussk #valentin #valentinskaakcia #kniznerandenaslepo #vovsetkychknihkupectvach,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12558284_445605602312928_1541411546_n.jpg?ig_cache_key=MTE4MTczMjczNTk2NzI0OTYxNw%3D%3D.2
BBk8TjuR0ev,1455046035,0,167,"Nezabudnite, že aj tento mesiac súťažíme s našim tangramom! Tentoraz stačí poskladať a nalepiť vzor ""havran"" a na svojom profile uverejniť jeho fotku spolu s hashtagom #martinustangram Označte nás a my na konci mesiaca vyberieme dvoch z vás, ktorí vyhrajú poukážku v hodnote 50 eur! Vyhrá fotka, ktorá sa nám bude páčiť najviac a jedna, ktorá bude vybraná úplne náhodne. Držíme palce! :-) Viac informácií o tangramoch: http://www.martinus.sk/tangram/
PS: Do súťaže môžete zapojiť len tangramy so vzorom havran a výhercovia sa budú žrebovať aj z fotiek na našom Facebooku (kde sa môžete zapojiť tiež). #tangram #martinus #martinussk #kniha #knihy #sutaz #akcia",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c73.0.754.754/12568143_956756847739408_1832819681_n.jpg?ig_cache_key=MTE4MTMzNDIyOTA5NjAyMzk4Mw%3D%3D.2.c
BBfU1cIR0cT,1454857569,4,487,Nedeľná pohoda 🙏📖☕️🍰💐 #vikend #viaccasunacitanie #knihakavakolac #nedelnapohoda #harrypotter #harrypotterforever #harrypotterfan #martinussk,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12568204_875077179275469_1685664973_n.jpg?ig_cache_key=MTE3OTc1MzI2MDY2MDUwODQzNQ%3D%3D.2
BBdNR8Rx0Tl,1454786500,0,248,A ako trávite sobotný večer vy? 📖☕️🙏 #repost @carolinetomastik #knihomol #knihomolka #knihy #partyhard #saturdaynight #books #bookstagram #vikend #viaccasunacitanie,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12534670_493020927551125_1267381543_n.jpg?ig_cache_key=MTE3OTE1NzA4NDk5OTQ2ODI2MQ%3D%3D.2
BBUvn7ix0aP,1454502516,1,319,Víťaz Pulitzerovej ceny 2015 už aj v slovenčine! Dojímavý príbeh z obdobia druhej svetovej vojny by ste si nemali nechať ujsť! #tipnaknihu #knihy #martinussk #anthonydoerr #pulitzerprize #bookstagram,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12558475_457088481164060_1854629725_n.jpg?ig_cache_key=MTE3Njc3NDg1NDgzMDQwOTM1OQ%3D%3D.2
BBS2HkDx0SS,1454438812,6,355,"Gratulujeme @lucicik, vyhrávaš poukážku v hodnote 50 eur v našej súťaži #martinustangram! Chcete vyhrať tiež? Nie je problém, pokračujeme, tentoraz so vzorom Havran, ktorý nájdete na tangramoch, ktoré pribaľujeme k februárovým objednávkam. Zajtra uverejníme vzor aj priamo tu alebo sa pozrite na náš Facebook, kde súťaž prebieha tiež. Držíme palce! 😊 #martinus #martinussk #knihy #kniha #tangram #sutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/12530699_170499913322278_1083387640_n.jpg?ig_cache_key=MTE3NjI0MDQ2Njk2MzE1NDA2Ng%3D%3D.2
BBIfipPR0Vc,1454091430,7,467,"Prezident, ktorý navštevuje kníhkupectvá? Áno, prosím, @andrejkiska v popradskom Martinuse! 😊 #martinus #martinussk #prezident #andrejkiska #knihy #kniha #knihkupectvo",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1168475_951591588263036_1275936986_n.jpg?ig_cache_key=MTE3MzMyNjQyMzExMzgxMTI5Mg%3D%3D.2
BBIGqEkx0W-,1454078384,3,251,Pomaly sa začíname tešiť na víkend a na našu najobľúbenejšiu činnosť- čítanie 🙏📖☕️🍰💐 #tipnaknihu #vikend #viaccasunacitanie #pravecitam,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12552400_781212392009759_1018538274_n.jpg?ig_cache_key=MTE3MzIxNjk4MjMzOTExMDMzNA%3D%3D.2
BBFhSbRR0Vr,1453991683,2,204,"Naša Borka odporúča túto klasiku. Nový preklad, parádne ilustrácie a nad tým všetkým jeden z najlepších textov svetovej literatúry. Saroyanov Tracyho tiger 📖 #knihomolizmartinusu #tipnaknihu #martinussk #knihomol #saroyan #tracyhotiger",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/12547250_101206106932358_435155018_n.jpg?ig_cache_key=MTE3MjQ4OTY3OTc2NjI0MjY2Nw%3D%3D.2
BBC9siOx0Qv,1453905913,13,267,"Prišiel nám balík od @slovart_vyd a v ňom pár kusov knihy Čierna a strieborná od Paola Giordana, ktorý príde v marci na Slovensko. Čo s nimi? 😊 #kniha #knihy #martinus #martinussk #beseda #tipnaknihu #pravecitam #cocitat #dnescitam #zebysutaz",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12393693_1524355254561106_1075054778_n.jpg?ig_cache_key=MTE3MTc3MDE5NDMxOTA2NjE1OQ%3D%3D.2
BBA_uoRx0Zi,1453839870,20,187,"Máte už náš hlavolam tangram? A už ste ho aj niekam nalepili? Tak potom pre vás máme súťaž! 😊 Uverejnite v  fotku svojho nalepeného tangramu spolu s hashtagom #martinustangram, označte nás tam a my na konci mesiaca vyberieme dvoch z vás, ktorí vyhrajú poukážku v hodnote 50 eur! Vyhrá fotka, ktorá sa nám bude páčiť najviac a jedna, ktorá bude vybraná úplne náhodne. Držíme palce! 😊 Viac informácií o tangramoch: http://www.martinus.sk/tangram/
PS: Do súťaže môžete zapojiť len nové fotky a výhercovia sa budú žrebovať aj z fotiek na našom Facebooku (kde sa môžete zapojiť tiež). #tangram #martinus #martinussk #kniha #knihy #sutaz #akcia",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c73.0.754.754/12558441_1706284362942604_1449773632_n.jpg?ig_cache_key=MTE3MTIxNjE4NDM5MDQwMzY4Mg%3D%3D.2.c
BA69t-ax0es,1453637490,2,310,Úplne súhlasíme s @_natyn_ 😍📚 #knihy #martinussk #booksforhappiness #bookstagram #bookquotes,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12543366_1645428305719615_1182869744_n.jpg?ig_cache_key=MTE2OTUxODQ5MzQ5MDk1NjIwNA%3D%3D.2
BA4No6Qx0e5,1453545174,9,301,"Máte už náš januárový tangram? Lebo už o týždeň začneme ku každej objednávke pribaľovať nový! 😉 Viac info v linku, v profile. #tangram #martinus #martinussk #kniha #knihy #martinustangram",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12568321_163570427347360_1701614335_n.jpg?ig_cache_key=MTE2ODc0NDA4OTI0NDg3ODc3Nw%3D%3D.2
BA1bdICx0Zv,1453451754,1,197,Víkendové varenie môže nabrať úplne nový rozmer s touto krásnou kuchárskou knihou @bjukitchen 📖👌🙏 #tipnaknihu #knihy #martinussk #bjukitchen #bjukitchencookbook #vikend #viaccasunacitanie #viaccasunavarenie,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12501706_1521532828175976_863400308_n.jpg?ig_cache_key=MTE2Nzk2MDQyNzEyOTY4NTYxNQ%3D%3D.2
BAwUWewR0fS,1453280257,5,371,Kto by nemal rád Aňu Geislerovú 😊 Táto skvelá česká herečka roky písala do magazínu Elle a teraz jej články vyšli knižne v takejto peknej verzii! #tipnaknihu #knihy #martinussk #anageislerova,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12383302_1530320297266042_44085609_n.jpg?ig_cache_key=MTE2NjUyMTgwOTI2OTkwMTI2Ng%3D%3D.2
BApbXYWx0e2,1453049054,0,275,A ako vyzerá vaša nedeľná romantika? Pochváľte sa s hashtagom #nedelnaromantika 😊 #Repost @jane_klim #knihy #kniha #martinus #martinussk #tipnaknihu #pravecitam,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/12568309_1760720374156711_527965607_n.jpg?ig_cache_key=MTE2NDU4MjMzMjYwNzcxMTE1OA%3D%3D.2
BAmPaRUR0ba,1452942123,5,621,Plán na víkend je jasný! ☕️📖 #vikend #knihy #viaccasunacitanie #weekend #books #bookstagram #bookquotes,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12555988_565465060291453_1865479332_n.jpg?ig_cache_key=MTE2MzY4NTMyOTcxOTc0MDEyMg%3D%3D.2
BAhZp_tx0RJ,1452779722,20,1259,"Odpočívajte v pokoji, profesor Snape, toho Harryho Pottera budeme čítať za vás. 😢 Sľubujeme! #ripalan #harrypotterforever #severussnape",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c108.0.864.864/12547203_882966415133857_545029230_n.jpg?ig_cache_key=MTE2MjMyMzAxNTkxMzM5MTE3Nw%3D%3D.2.c
BAhOczvR0dJ,1452773847,0,105,"Naša obľúbená severská autorka Karin Fossum má novinku a my sa už nevieme dočkať, kedy sa pustíme do čítania! 📖 #tipnaknihu #martinussk #knihy #viaccasunacitanie #uznechjevikend #karinfossum #vydavatelstvopremedia #severskakrimi",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12558777_704884662981939_1551047983_n.jpg?ig_cache_key=MTE2MjI3MzczMTE4ODgzNjE2OQ%3D%3D.2
BAeotcPR0Rt,1452686951,1,162,"Ako vyzerajú knižné Vianoce v januári? Ako beseda s prekladateľkou kníh Paola Giordana, pani Máriou Štefánkovou, ktorá bude v marci nasledovaná návštevou samotného autora! 😊 Najvyšší čas dobehnúť čitateľské resty, ak ste ešte niektorú z jeho vynikajúcich kníh nečítali. 😉 Viac info o besede na našom Facebooku alebo tu http://citam.sk/giordana #knihy #kniha #martinus #martinussk #akcia #beseda #dnescitam #tipnaknihu #pravecitam #paologiordano",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12545286_433027736887048_1149283227_n.jpg?ig_cache_key=MTE2MTU0NDc5ODQ2NjE2MzgyMQ%3D%3D.2
BAb-pGQR0U8,1452597787,0,127,Historický román + literatúra faktu + mystika + ilustrácie = Z pekla 📖 #tipnaknihu #knihy #martinussk #zpekla #alanmoore #eddiecampbell,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12362145_501083986739279_811113830_n.jpg?ig_cache_key=MTE2MDc5NjgzMjA3NTgyNjQ5Mg%3D%3D.2
BAVYg8PR0UJ,1452376470,18,457,Čo by ste povedali na takúto romantiku? 😊 #kniha #knihy #martinus #martinussk #Repost @chique_le_frique,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.35.1079.1079/12547669_1719257344962053_369775968_n.jpg?ig_cache_key=MTE1ODk0MDI5NTkzODEzMTIwOQ%3D%3D.2.c
BAUlHlmR0eF,1452349524,0,175,"Fanúšikovia kvalitnej literatúry sa dočkali, po rokoch konečne vyšla táto kniha a ešte s takou parádnou obálkou! Za fotku ďakujeme @knizna_fetka 🙏 #tipnaknihu #martinussk #ztracenyraj #johnmilton",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/12501735_435125720018048_894721849_n.jpg?ig_cache_key=MTE1ODcxNDI1MzI2ODk2MTE1Nw%3D%3D.2.c
BARlRrKx0VD,1452248943,3,360,Hľadáte knižku do kabelky? Jeden tip by sme mali 😉 #tipnaknihu #martinussk #knihy #kareljaromirerben #kytice #knihadokabelky,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12383611_1094821837229565_1889320107_n.jpg?ig_cache_key=MTE1Nzg3MDUyMTUxNDY3MzQ3NQ%3D%3D.2
BAPBDsTR0fs,1452162846,0,219,"189 príbehov, ktoré sa odohrávali v Prahe. Táto kniha je jedinečné dielo pre všetkých milovníkov tohto krásneho mesta 😊 #tipnaknihu #knihy #martinussk #prahavsrdci #praha",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12523760_1101893956500924_3547245_n.jpg?ig_cache_key=MTE1NzE0ODI4MTAzMDUyNjk1Ng%3D%3D.2
BAMQzMsx0X1,1452070436,12,702,"Kniha, koláčiky a zázvorový čaj = ideálne strávený zasnežený voľný deň ❄️🌨☕️📖 #viaccasunacitanie #knihy #martinussk",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12407284_1719409211625679_740518928_n.jpg?ig_cache_key=MTE1NjM3MzA5MTQwMTAyNTAxMw%3D%3D.2
BAJrBk9x0c1,1451983522,3,268,Nezabudnuteľná klasika pre malých aj veľkých vyšla teraz s nádhernými ilustráciami Petra Uchnára. Krásna kniha @slovart_vyd ! #tipnaknihu #knihy #martinussk #peterpan #slovart #slovart_vyd #peteruchnar #pravecitam,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/926198_1672881809634844_1699999721_n.jpg?ig_cache_key=MTE1NTY0NDAwMzgwNzg3MjgyMQ%3D%3D.2
BAHerfUx0Zv,1451909941,3,164,"Aha, čo pre vás máme! Spúšťame ďalšiu zberateľskú akciu a tentoraz to budú nálepky a hlavolamy v jednom. Viac o tangramoch zistíte tu: http://www.martinus.sk/tangram Pribaľujeme ku každej objednávke a nákupu od téééraz! 😊 #martinus #martinussk #knihy #kniha #citam #akcia #tangram",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c73.0.754.754/12394068_1525162364448584_855905029_n.jpg?ig_cache_key=MTE1NTAyNjc1OTQxMTI1NDg5NQ%3D%3D.2.c
BACX_J2x0aF,1451738659,4,203,"Ako inak tráviť prvý víkend roka, ak nie v spoločnosti skvelej knihy a lahodnej kávy, však? 😊 
PS: Zabudnite na príšerný film (za ktorý by mali režiséra zavrieť) a táto kniha vás odmení jedným z najkrajších literárnych príbehov lásky. 😉
#kniha #knihy #martinus #martinussk #tipnaknihu #pravecitam #cocitat #dnescitam",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1172999_1715405465363331_131423431_n.jpg?ig_cache_key=MTE1MzU4OTk0OTUzOTc2Mzg0NQ%3D%3D.2
BAAGKrAR0Ri,1451662208,0,252,"Milí naši, tieto fotky sa vám v roku 2015 páčili najviac. Ale to vlastne nie je až tak dôležité. Oveľa viac nás teší, že tu spolu zdieľame našu spoločnú knižnú závislosť a už teraz sa nevieme dočkať, čo všetko spolu zažijeme v roku 2016! 😊 #martinus #martinussk #knihy #kniha #2015bestnine",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1168441_479966628856805_667416604_n.jpg?ig_cache_key=MTE1Mjk0ODYyNjI1NjI0OTk1NA%3D%3D.2
_7cmecR0c6,1451506198,2,365,"A je to tu! Druhú poukážku v hodnote 25 eur vyhráva v súťaži #viaccasunacitanie @evabadikova. 😊 Srdečne gratulujeme, pozri si, prosím ťa, súkromné správy pre inštrukcie. Všetkým ďakujeme za účasť, ste skvelí! A ak ste nevyhrali, nezúfajte, onedlho budeme súťažiť opäť! 😉 #martinus #martinussk #sutaz #kniha #knihy",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/917514_342275319276563_592450584_n.jpg?ig_cache_key=MTE1MTYzOTkxOTA1MjQwODYzNA%3D%3D.2
_4SKZHR0dl,1451400062,2,205,"A prvú poukážku v hodnote 25 eur vyhráva v súťaži #viaccasunacitanie @zinohd. Srdečne gratulujeme, pozri si, prosím ťa, súkromné správy pre inštrukcie. Ak sa chcete zapojiť aj vy, máte poslednú šancu, zajtra žrebujeme druhého a zároveň posledného výhercu! 😊 Viac informacií o súťaži nájdete v predchádzajúcom poste. Držíme palce! :-) #sutaz #martinus #martinussk #knihy #kniha #citam #tipnaknihu",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e35/10005242_1537528353227733_1883969452_n.jpg?ig_cache_key=MTE1MDc0OTU4Mzc5MDc4NjQwNQ%3D%3D.2
_uJzQgx0eO,1451060133,2,160,"SÚŤAŽ: Darovali ste alebo dostali na Vianoce #viaccasunacitanie? Odfoťte svoj knižný darček aj s poukážkou, označte v popise @martinus_sk a pridajte hashtag #viaccasunacitanie a po Vianociach vyžrebujeme dvoch z vás, ktorí vyhrajú poukážku v hodnote 25 eur! Držíme palce!😊
#kniha #knihy #martinus #martinussk #sutaz #akcia #vianoce #darceky
PS: Musia to byť nové fotky, uverejnené dnes a neskôr :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12356607_146601509042193_35946017_n.jpg?ig_cache_key=MTE0Nzg5ODA1OTg2Nzc2ODcxOA%3D%3D.2
_r8Rr8x0Ur,1450985934,0,336,"Krásne Vianoce, milí priatelia! 😊 #martinus #martinussk #viaccasunacitanie #vianoce",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c73.0.754.754/1527637_463676943835530_1817671188_n.jpg?ig_cache_key=MTE0NzI3NTYyODMwODI4NDcxNQ%3D%3D.2.c
_mPIUsx0QC,1450794492,7,202,"Už vás chytá vianočná nálada? My zisťujeme, že nám stačí vidieť akékoľvek svetielka a automaticky myslíme na stromček, darčeky a štedrovečernú večeru. Ste na tom rovnako? 😊
PS: Ak si objednáte z tovaru na sklade a na osobný odber, tak vám objednávku stále stíhame doručiť do Vianoc. 😉
#kniha #knihy #martinus #martinussk #tipnaknihu #vianoce #viaccasunacitanie #nasklade",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c12.0.1055.1055/12362112_1124676950890645_1770128443_n.jpg?ig_cache_key=MTE0NTY2OTY5Nzg5MTk0MzQyNg%3D%3D.2.c
_g6ztvx0YG,1450616065,2,311,Máte už rozmyslené komu a ako darujete #viaccasunacitanie? Martinusáčka Gabika to vymyslela takto! 😀 #martinussk #martinus #kniha #knihy #vianoce,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12393766_1016703401705861_1600152374_n.jpg?ig_cache_key=MTE0NDE3Mjk0NTg2MzAzNDM3NA%3D%3D.2
_eDU3iR0TY,1450519868,1,226,Ďakujeme @evabadikova za milú fotku z nášho najnovšieho kníhkupectva. Takto to vyzerá u nás v Lučenci 📚😊 #knihy #martinussk #martinuslucenec #pohodavknihkupectve #viaccasunacitanie,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12298798_1510930549200611_221735229_n.jpg?ig_cache_key=MTE0MzM2NTk4MzU1ODY0OTA0OA%3D%3D.2
_YyFULx0c2,1450343055,3,184,Ďalšia novinka od @slovartbooklab vyzerá naozaj pekne 😊 Tip pre milovníkov young adult literatúry 😊 #tipnaknihu #martinussk #knihy #youngadult #youngadultbooks #kecupoveoblaky #annabelpitcher #slovartbooklab,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.719.719/925744_973097452777928_1940625305_n.jpg?ig_cache_key=MTE0MTg4Mjc3MzEzMzgwNTM2Ng%3D%3D.2.c
_WZkm8x0d6,1450263096,0,106,"Na sklad nám dorazili čítačky e-kníh Dibuk Sága, ktoré sú ako prvé napojené priamo na Martinus.sk! Toť dokonalý darček pre každého knihomoľa! Viac info na http://www.martinus.sk/dibuksaga/ alebo cez link v profile. Ak by ste mali chcieť jeden jediný knižný darček, tak tento 😉 #kniha #knihy #eknihy #ekniha #citacka #tipnadarcek #kniznytip #viaccasunacitanie #martinus #martinussk #akcia #postovnezadarmo",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/12338882_1201485876546944_2133740080_n.jpg?ig_cache_key=MTE0MTIxMjAyMjQ3MDgyMTc1NA%3D%3D.2.c
_WIQ7cx0cO,1450254021,0,176,"Dobré ráno s čajom a knihou 📖 Dnes dávame do pozornosti výborný román Pravek a iné časy od Olgy Tokarczuk, ktorý len nedávno vydala v slovenčine Premedia. Parádna kniha! 😊 #tipnaknihu #knihy #martinussk #pravecitam #vydavatelstvopremedia #olgatokarczuk",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12357879_796889080438719_1809128994_n.jpg?ig_cache_key=MTE0MTEzNTkwMzMwMjMwNTU1MA%3D%3D.2
_T2nZTR0VN,1450177659,12,138,Chodíte si aj vy s kamarátmi občas čítať do kaviarne? #kniha #knihy #martinus #martinussk #viaccasunacitanie #foxford,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c181.0.717.717/12394083_1640615472869117_571122577_n.jpg?ig_cache_key=MTE0MDQ5NTMzMjM5MzA0MzI3Nw%3D%3D.2.c
_Rgmrpx0ba,1450099010,2,231,K tejto fotke nemáme viac čo dodať. Kultová edícia Stopy je späť! 👏 #tipnaknihu #knihy #martinussk #stopy #ostrovpokladov #mladeleta,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12362570_943359135738251_707936278_n.jpg?ig_cache_key=MTEzOTgzNTU3NjQwMTc0MTUzMA%3D%3D.2
_PmNZmR0Sb,1450034840,3,176,Pohodlné kreslo a dobrá kniha. Čo viac si môže knihomoľ želať v nedeľu večer 📖 #tipnaknihu #knihy #martinussk #viaccasunacitanie #estestalejevikend,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12356392_1639992319603550_1953552960_n.jpg?ig_cache_key=MTEzOTI5NzI3NzM1NDM5NDc3OQ%3D%3D.2
_NLPgbR0dW,1449953593,0,217,"Každý rok o takomto čase máme vianočnú párty a každý rok nás prekvapí, o koľko viac nás opäť je. ĎAKUJEME, je to možné len a len vďaka vám! 👍 😊 #martinus #martinussk #xmas #party",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c135.0.810.810/12353957_1639193613007213_1868311410_n.jpg?ig_cache_key=MTEzODYxNTcyNDkxNTc3MTIyMg%3D%3D.2.c
